Indicator Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Population ages 15-19, female (% of female population)",11.0054941143137,11.0599963135187,11.1000217236022,11.128074959359,11.1332423373027,11.0979343047974,11.048297864928,11.0222738456001,11.0307129620938,11.0780006369367,11.1524817186589,11.2222825028517,11.2720196333574,11.2959805843416,11.3024527458551,11.3085664152716,11.3119121500801,11.2990077077685,11.2717258101494,11.2188381546396,11.1433990326833,11.0733939240908,10.9965712333897,10.8907329792943,10.7710060023148,10.6388834106277,10.4813201936881
"Population ages 15-19, male (% of male population)",11.1390112920622,11.2598824094506,11.3571537389682,11.4381189605221,11.4932918511276,11.5039144705542,11.4945075294964,11.4970313137553,11.5196556446679,11.5710709044294,11.6443851303144,11.7094781815779,11.7547913889818,11.7770572862857,11.7818374389919,11.7845187670739,11.7845115784085,11.7685246134759,11.7390960385655,11.6869925487752,11.613855682527,11.5448730758447,11.4677123474923,11.3595026104313,11.2345818897066,11.0983139765527,10.9393917840718
Population ages 15-64 (% of total population),51.6107454436852,51.7688282292446,51.9484142736508,52.1574619887773,52.3794403360683,52.5720579957522,52.7645443982335,53.0198238286925,53.350285451971,53.7474392501375,54.1854510389015,54.652284409385,55.147470287622,55.6662096387047,56.2073601777801,56.7684508710338,57.3342714830366,57.8858465713213,58.4245592111323,58.9376049240983,59.4195201619488,59.8958222555167,60.358753204333,60.7905419145338,61.2121706355905,61.6708840841945,62.1698540933409
"Population ages 15-64, female",2697596.0,2772799.0,2849594.0,2929979.0,3013607.0,3100019.0,3187904.0,3278743.0,3372968.0,3472108.0,3574672.0,3679887.0,3787793.0,3898082.0,4010755.0,4125580.0,4242491.0,4358973.0,4475962.0,4592232.0,4706961.0,4822176.0,4937347.0,5051077.0,5164096.0,5280566.0,5401170.0
"Population ages 15-64, female (% of female population)",52.2212380478297,52.3838231807032,52.5618568397277,52.7657125161628,52.9845582002771,53.1777222245656,53.3726548024246,53.6326547902357,53.9694719338951,54.3720170634747,54.8122906005118,55.2785631031639,55.7711307674237,56.2848750053837,56.818763944275,57.3693019646095,57.920407461448,58.4528933563794,58.968225777765,59.4566912272135,59.9150703134336,60.368571475833,60.809763538262,61.221180632802,61.6223594549415,62.0525191599531,62.5159091306559
"Population ages 15-64, male",2611491.0,2682052.0,2754790.0,2831447.0,2911072.0,2992957.0,3076073.0,3161849.0,3250648.0,3344201.0,3441419.0,3541499.0,3644441.0,3750065.0,3858382.0,3969424.0,4083315.0,4197680.0,4313417.0,4428944.0,4543124.0,4657949.0,4772818.0,4886322.0,4999589.0,5116117.0,5235934.0
"Population ages 15-64, male (% of male population)",50.9949329011363,51.1480240661942,51.3287472375272,51.5426345383432,51.7673993694323,51.9591040049924,52.1487774702082,52.3989543462625,52.7226422425258,53.1139770019146,53.5493423850964,54.0163917368,54.5138905242534,55.0373786514548,55.5856048846253,56.1571570647485,56.7377216416882,57.3085391579253,57.8709035773292,58.4088659863739,58.9146717616732,59.4141428223991,59.8991819754626,60.3517053162357,60.7941791082651,61.2818739657087,61.8168698527126
"Population ages 15-64, total",5309087.0,5454851.0,5604383.0,5761425.0,5924679.0,6092976.0,6263977.0,6440593.0,6623616.0,6816308.0,7016090.0,7221387.0,7432234.0,7648147.0,7869137.0,8095003.0,8325805.0,8556652.0,8789380.0,9021176.0,9250086.0,9480125.0,9710165.0,9937399.0,10163685.0,10396683.0,10637104.0
"Population ages 20-24, female (% of female population)",8.96578387857011,9.02993211276289,9.09662386390168,9.16484476003705,9.22686219479234,9.28056839778901,9.33195843904536,9.38143243124822,9.43067522434837,9.46944195107208,9.48063446622883,9.48568241322993,9.51257143507027,9.56537923123694,9.64792046572566,9.75177883957574,9.84910785611344,9.925189094226,9.97396655258453,10.0007655202612,10.0197711059497,10.0356482758587,10.0404378022072,10.032554438085,10.0063384953414,9.9804100421938,9.97976328776872
"Population ages 20-24, male (% of male population)",8.75322114960139,8.86881724250644,8.99717087023965,9.13273879322093,9.26147677623183,9.37975379081734,9.4891304848767,9.58673450082385,9.67927496485251,9.75771119628456,9.80379672991738,9.83910661886488,9.88737277518475,9.95026877794474,10.0355926601905,10.1382447886926,10.2313899742233,10.3041681526715,10.3523318889796,10.3782623194937,10.3949096867701,10.4080626697215,10.4099061448322,10.4005840646473,10.3769451708068,10.3599859925457,10.3718149769932
"Population ages 25-29, female (% of female population)",7.31380248378971,7.3035673212995,7.30881975513915,7.33563953525084,7.38362008995284,7.43794435722963,7.4923104918662,7.55792229772608,7.63244320927603,7.71187067929559,7.80006408551266,7.89708557461844,7.99156430335273,8.08181607702404,8.15694491223343,8.20426288846147,8.24366184966038,8.29825121949094,8.37381809845059,8.47227883400797,8.58150828832254,8.68096149271028,8.76236637780588,8.8182066391958,8.8585930625183,8.91358768578413,8.98453339805422
"Population ages 25-29, male (% of male population)",6.90482473912674,6.92206892765315,6.9563579292912,7.01352548190867,7.09475034919678,7.18726453385955,7.28688841564044,7.40629354604154,7.53915642651088,7.67564843193341,7.81758562870246,7.96188319026181,8.09536327070803,8.2208800453787,8.32943356063875,8.40773483889498,8.47566126845825,8.55243775604611,8.64079916939025,8.74518208766866,8.85624521838482,8.95406192925955,9.03345867287281,9.08899083552674,9.12888451399425,9.18606502533821,9.26239278097779
"Population ages 30-34, female (% of female population)",6.13019906616486,6.11588938047174,6.10507125222927,6.09328938642264,6.07938027400815,6.06502673448925,6.05731905709571,6.06838322662029,6.10275286422851,6.16291857300844,6.24266820689597,6.33231487680553,6.43088943313309,6.53467691574341,6.63856849544711,6.7477929272639,6.86278715958617,6.97177290466931,7.07578897100929,7.16424811028738,7.22166115680475,7.26820897243349,7.32895202863961,7.40873328125125,7.51344215623508,7.64441354179009,7.78013776844628
"Population ages 30-34, male (% of male population)",5.65075096434598,5.62303345213849,5.61258350319755,5.61240616144062,5.6174512324249,5.62525662862634,5.64151443787176,5.67772812904543,5.7377817956767,5.82567909798019,5.93710133350168,6.0642919892597,6.20787628166785,6.36078593433286,6.51321565013378,6.66904751484464,6.82626575367305,6.97185109434543,7.11057462875109,7.2330217565899,7.32274085714805,7.39930260261516,7.48352737894509,7.5771016798389,7.68840324411027,7.82507755331038,7.96602489167681
"Population ages 35-39, female (% of female population)",5.14200214507102,5.13955222825704,5.13220787252032,5.12420966842115,5.11911655668614,5.11201075918564,5.10551563376782,5.10458665341303,5.10531801952059,5.10814866367689,5.11949362920612,5.14362723247979,5.18366648269509,5.24261519621252,5.32179010535354,5.41636036786807,5.51765141907286,5.6239960413919,5.7340666254751,5.843057248304,5.95333201649801,6.06652552824739,6.17520992000461,6.28089826073746,6.37650893976866,6.45406931042196,6.53035616489813
"Population ages 35-39, male (% of male population)",4.87275168870182,4.80004702185619,4.72929264014293,4.66909423428419,4.62549637880242,4.59391600496842,4.5766802845468,4.57758527632525,4.58982656565034,4.61073632128583,4.64332678834058,4.689929402491,4.7527902915868,4.8343897296426,4.9373632972607,5.05927001086363,5.19358129493477,5.34002603006898,5.49443351565576,5.6476581901555,5.80055340572118,5.95286758589281,6.09613784008471,6.23468401478303,6.36256231126628,6.47392925956462,6.58364661115043
"Population ages 40-44, female (% of female population)",4.16482554315906,4.21204363528249,4.2514029332246,4.28078614585528,4.2997619507754,4.31053511498888,4.31570721835224,4.31754930947894,4.32054516819372,4.3283570788743,4.33965049584635,4.35643225887797,4.37847513765089,4.40141805716121,4.42494733157666,4.4542179790299,4.49260247849749,4.54271636485206,4.60852290192877,4.69120779170988,4.78548690605412,4.88429666021059,4.98855992220664,5.09813953138353,5.21020263205368,5.32978748954796,5.45756355203194
"Population ages 40-44, male (% of male population)",4.09284315292311,4.10553911985027,4.10014144266356,4.07619922955023,4.03553126031678,3.98299629083235,3.92610564799169,3.87231446796166,3.82948894146474,3.80389840797494,3.79511137597574,3.80416044996324,3.82914460887053,3.86320470144138,3.90312731241433,3.95154444520816,4.01031338093094,4.08096334599976,4.16703883003745,4.27076037845501,4.38876575283566,4.51658216416257,4.65651622004624,4.80557449589166,4.95752476959511,5.11734964636528,5.28235728699307
"Population ages 45-49, female (% of female population)",3.27851132878243,3.32731619946429,3.37294279265894,3.41035307798982,3.45027387283987,3.50078408632556,3.55012854257537,3.59250097858242,3.62709829292013,3.65337727094115,3.67468204235192,3.69403594698698,3.71100531276773,3.72905920920104,3.75138682097757,3.77597818877587,3.80400621061147,3.83532415689752,3.8665927822916,3.89735571393403,3.93189278153392,3.97342841810639,4.02597876768889,4.09433261638159,4.18063292872943,4.27991430598614,4.3856369334647
"Population ages 45-49, male (% of male population)",3.22270511535372,3.24539635144037,3.27314378277607,3.29939377333041,3.32610096890756,3.35541232451745,3.37490201368938,3.37851351597056,3.36639823510043,3.34026790065345,3.3065189861426,3.27215663906361,3.24095061251596,3.21940696842927,3.21279505460967,3.22038037482892,3.24258420532467,3.27735683478737,3.31919341547952,3.36496588345135,3.4162684931175,3.47549272472941,3.5457837817135,3.63098674800883,3.73428534502752,3.85424804196282,3.98481926632763
"Population ages 50-54, female (% of female population)",2.45797314328039,2.50340915271497,2.55643278196501,2.62182910206024,2.68826307336434,2.74356523213682,2.79376014692755,2.84147837813848,2.88327911297967,2.92759086970906,2.98170735809477,3.03620507884529,3.08448540127981,3.12532129476228,3.15854063002096,3.18630968275978,3.21110585852802,3.23336336706007,3.25661618129498,3.28370988018031,3.31288936168368,3.344946480759,3.38066862592204,3.41806901832483,3.45723368836436,3.50045773035458,3.54924951753152
"Population ages 50-54, male (% of male population)",2.51943835188013,2.52680108781511,2.53955339435204,2.56268219792138,2.59214070588239,2.61833633501319,2.64592156989257,2.67895124710703,2.71229803056296,2.74688949433033,2.78488840770736,2.81576376930158,2.83215773522167,2.83349326225061,2.82141511641714,2.80114255743461,2.77892551514364,2.75878311395155,2.74709897425559,2.74840670399559,2.76175495117958,2.78770585383158,2.82543408859981,2.87063867931701,2.92123360225952,2.9768980513426,3.03797076277652
"Population ages 55-59, female (% of female population)",1.91856358834659,1.91654903408666,1.93423085902933,1.96472430653637,2.0015425839565,2.04121632735896,2.08443617404136,2.13399683458295,2.19504725277747,2.25763300302352,2.31147781509674,2.36280582553582,2.41325597882861,2.4591426590963,2.50749194543278,2.56325651087906,2.61752387352475,2.66503738121277,2.70497645192564,2.73750423747624,2.76540991453161,2.79109616532607,2.81595801366858,2.844021605442,2.87739890621141,2.91223985287365,2.94836194085517
"Population ages 55-59, male (% of male population)",2.06619744095177,2.04625397113089,2.03632459943856,2.03381154725343,2.03560162168028,2.04074512523477,2.05024859509312,2.06412434362033,2.08772067952542,2.11783394196575,2.1471447433956,2.18037341617279,2.21981839996986,2.26026619239719,2.30187133218333,2.34497130671042,2.37966934417641,2.39980080920925,2.40512745916558,2.39734975641314,2.38159761963879,2.3639757537453,2.34930499607955,2.34396320047632,2.35232812653989,2.36945672500276,2.39443292795547
"Population ages 60-64, female (% of female population)",1.84408275635189,1.77556780284496,1.70410300545718,1.64196157423049,1.60249526659882,1.58813691026451,1.59322123382501,1.6125308348452,1.64159982755684,1.67467833693703,1.70943078261957,1.74809139293243,1.79319764928808,1.84946578060445,1.90872049165216,1.96077816472418,2.01004860577332,2.05823511881033,2.10215140265511,2.14772573641284,2.19971974937197,2.25006555809031,2.29506084672889,2.3354922627063,2.37100264340448,2.39875579037313,2.41898637391711
"Population ages 60-64, male (% of male population)",1.7731890061894,1.75018448235277,1.72702533645742,1.70466415891129,1.68555822486176,1.67150850056876,1.66287849110927,1.65967800561157,1.66104095851398,1.66424130507674,1.66948326109857,1.67924807984347,1.69362515954616,1.71762575335175,1.74895346178526,1.78030246019668,1.81481932641453,1.85462740736951,1.89520965704892,1.93626636137593,1.97798009435048,2.0112184625966,2.03140050479646,2.03967898731453,2.03743013495881,2.02054969372359,1.99401856378994
Population ages 65 and above (% of total population),3.72421256594317,3.7417939855495,3.7652879803099,3.78954549711833,3.81280000369869,3.83856142531621,3.86445584941004,3.88989504840415,3.91820423103975,3.95045717596037,3.98675409550459,4.02497896443707,4.0628202321502,4.09940275909261,4.13454665133083,4.16794304331237,4.20274348114551,4.2438228047476,4.2965606163372,4.3572313147602,4.41957234583832,4.48686601779933,4.56398843264345,4.65396042907684,4.75625480907295,4.85058258590094,4.90044188075594
"Population ages 65 and above, female",202504.0,209220.0,216364.0,223592.0,230619.0,237780.0,244818.0,251579.0,258332.0,265431.0,272982.0,280896.0,289035.0,297369.0,305933.0,314694.0,323952.0,334037.0,345455.0,357763.0,370327.0,383409.0,397429.0,412716.0,429256.0,446519.0,461388.0
"Population ages 65 and above, female (% of female population)",3.9201590846006,3.95259510780149,3.99091130465787,4.02664562347093,4.05469546110457,4.07888364131824,4.09880636259061,4.11524426888616,4.13346045327647,4.1565526057617,4.18577118690255,4.21957253831569,4.25572681242846,4.29375038626327,4.33403766533796,4.37606363770418,4.42273510421566,4.47937103571677,4.55117555318184,4.63203446278891,4.71390720521516,4.79987997639422,4.89484384707626,5.00229054559667,5.12225130382183,5.24708967413147,5.34033941465646
"Population ages 65 and above, male",180598.0,185050.0,189849.0,195009.0,200650.0,207100.0,213953.0,220947.0,228126.0,235571.0,243235.0,250937.0,258512.0,265860.0,272911.0,279641.0,286350.0,293282.0,300918.0,309169.0,317686.0,326758.0,336799.0,348065.0,360473.0,371209.0,377065.0
"Population ages 65 and above, male (% of male population)",3.52655853534743,3.52900164642645,3.5373753045183,3.54988164214467,3.56813704077476,3.59534669616628,3.62715470378283,3.66158991588545,3.70000808154074,3.74143009955358,3.78479413342411,3.82739819250482,3.86684548396061,3.90186170241538,3.93167810407467,3.95620534045655,3.97884327253488,4.00401236311553,4.03726750749741,4.07731808318385,4.1197147381744,4.16793923874939,4.22685285513964,4.29899930520703,4.38329624311825,4.44641305544982,4.45173609637294
"Population ages 65 and above, total",383102.0,394271.0,406213.0,418601.0,431269.0,444880.0,458771.0,472526.0,486458.0,501001.0,516217.0,531834.0,547547.0,563229.0,578844.0,594336.0,610302.0,627319.0,646374.0,666932.0,688013.0,710167.0,734228.0,760781.0,789730.0,817727.0,838453.0
"Population ages 65-69, female (% of female population)",1.60261574529784,1.60399383164987,1.59505617891416,1.57087586610416,1.53371912967177,1.49194932991408,1.44487200482807,1.39323297925438,1.34808139595523,1.31978933806333,1.31007175869076,1.31590591722947,1.33377337768837,1.35990923957348,1.39006526760455,1.42150366525727,1.45559368690301,1.49500610949288,1.54359143859664,1.59455852560041,1.64022779187149,1.68434424151844,1.72893400608763,1.77238608533529,1.8194058724755,1.86922392470163,1.91092326407647
"Population ages 65-69, male (% of male population)",1.44918659218678,1.44385258685885,1.43484075557865,1.4210044470047,1.40688511384284,1.39725982775129,1.38831990608397,1.37742881156398,1.36622891520814,1.35600580833027,1.34780007623253,1.34333385198152,1.34324177777987,1.34665557441527,1.35176718226176,1.35785334146308,1.3665522193976,1.37870121921652,1.39854905034705,1.42455024682407,1.45181317838377,1.48324124032016,1.52099601183887,1.56180137644137,1.60443359376153,1.63873491427761,1.65537451660382
"Population ages 70-74, female (% of female population)",1.08674566900015,1.12068845272911,1.15678866219561,1.192884527835,1.22332875461847,1.2437470873103,1.25420348330643,1.25480055107812,1.24227980230984,1.2175812445792,1.18698040599435,1.1518163214688,1.1136521998463,1.08100498624637,1.06231199721763,1.05815824222542,1.06555263789935,1.08187585245786,1.10396698437633,1.12854964304307,1.1541421798248,1.18199777272774,1.21479529613784,1.25636661146467,1.30088278532423,1.33941822520425,1.37300022094101
"Population ages 70-74, male (% of male population)",1.01417572345695,1.033110625248,1.04939636414846,1.06364750754502,1.07532692810972,1.08442792496629,1.09013148495504,1.09157594839153,1.08869326772414,1.08430941371236,1.08169192652374,1.07916887768315,1.07528076591576,1.07105856355344,1.06759592645197,1.06468857902413,1.06297143524847,1.06317350869202,1.06451483932325,1.06590128167644,1.06792770096914,1.07261019018098,1.0814927025182,1.09862004182657,1.12214867127329,1.13997231306404,1.15246467522545
"Population ages 75-79, female (% of female population)",0.642944829130768,0.657846883336533,0.679134001050506,0.705752214947244,0.735745930940397,0.767433914236524,0.800425476876115,0.835000413098405,0.869674876996758,0.8990201960844,0.918800903970074,0.930144418970699,0.933879689545617,0.927386620954382,0.911544658295587,0.890778149044229,0.866248518283734,0.839743261754443,0.817525812411136,0.805719533554758,0.804937265593508,0.81261016556641,0.826898109060223,0.845820412759139,0.866778379389495,0.887489724813549,0.903771894402454
"Population ages 75-79, male (% of male population)",0.578399212338124,0.588529180718809,0.604718767617547,0.62588705463879,0.649079191714625,0.671353344722858,0.691926849736448,0.711904835616176,0.731823962096693,0.749846944024807,0.76437343385984,0.774846860421707,0.780812131159895,0.78215517828919,0.781387854194777,0.780845607081953,0.779590828738473,0.777333656780475,0.774871947990439,0.772966302746538,0.771738812282115,0.771455968076488,0.772874049868424,0.775769273375482,0.779148276470522,0.777742848307202,0.766980957832825
"Population ages 80 and above, female (% of female population)",0.587852841171835,0.570065940085972,0.55993246249759,0.557133014584532,0.561901645873935,0.57575330985733,0.599305397579989,0.632210325455253,0.673424378014634,0.720161827034763,0.769918118247371,0.821705880646721,0.874421545348172,0.925449539489038,0.970115742220189,1.00562358117727,1.03534026112956,1.06274581201158,1.08609131779774,1.10320676059066,1.11459996792536,1.12092779658164,1.12421643579057,1.12771743603757,1.13518426663261,1.15095779941204,1.15264403523652
"Population ages 80 and above, male (% of male population)",0.484797007365577,0.463509253600796,0.448419417173648,0.439342632956163,0.436845807107568,0.442305598725836,0.456776463007366,0.480680320313768,0.513261936511768,0.55126793348614,0.590928696807999,0.630048602418453,0.667510809105081,0.701992386157476,0.730927141166161,0.752817812887389,0.769728789150342,0.784803978426512,0.799331669836681,0.813900251936799,0.828235046539372,0.840631840171763,0.851490090914145,0.862808613563603,0.877565701612908,0.889962979800958,0.876915946710841
Population density (people per sq. km of land area),95.9946435237029,98.3290593505039,100.675270623367,103.081513624487,105.553172825681,108.153798058977,110.783547965659,113.358697275103,115.857913400523,118.347405748414,120.831392310564,123.3046845838,125.765369540873,128.212943262411,130.647536394177,133.069120940649,135.512458006719,137.942721164614,140.388027248973,142.836095558044,145.27266703994,147.701474430758,150.125214632325,152.547125793206,154.946117954461,157.319270250093,159.665416200075
Population growth (annual %),2.45298879260223,2.40272092118981,2.35805923280234,2.36198748317176,2.36947641185089,2.43394364463754,2.40240090043075,2.29788241650457,2.18074524550455,2.12598597102736,2.07717063066365,2.02622809680574,1.97596216713401,1.92744763752889,1.88106343818981,1.83655642844003,1.81948775605672,1.77749578673149,1.75716769812924,1.72875760277972,1.69146509302391,1.65807331834237,1.62765379973835,1.60038598150372,1.56038604781094,1.51998785357799,1.4803168061015
Population in largest city,1650930.0,1710891.0,1772856.0,1837156.0,1903788.0,1972933.0,2044389.0,2118536.0,2183304.0,2241878.0,2301857.0,2363526.0,2426847.0,2491956.0,2525697.0,2559942.0,2594651.0,2629880.0,2665488.0,2701628.0,2738259.0,2775437.0,2813016.0,2851104.0,2891230.0,2934841.0,2983174.0
Population in the largest city (% of urban population),36.7641786365011,36.9116706345825,37.0756500895283,37.2411911385249,37.4067771966157,37.5519950055864,37.7088764634771,37.9090791641212,37.9669783710522,37.9215043037837,37.8941932348572,37.8890842324311,37.9037247169575,37.9388604164792,37.5030124055426,37.0892346636886,36.6884314653464,36.308502154863,35.9310718830919,35.56113309527,35.1997732413187,34.8483206695851,34.5023974307696,34.1622560501293,33.8514063724799,33.5844695168667,33.3726181725066
Population in urban agglomerations of more than 1 million,1650930.0,1710891.0,1772856.0,1837156.0,1903788.0,1972933.0,2044389.0,2118536.0,2183304.0,2241878.0,2301857.0,2363526.0,2426847.0,2491956.0,2525697.0,2559942.0,2594651.0,2629880.0,2665488.0,2701628.0,2738259.0,2775437.0,2813016.0,2851104.0,2891230.0,2934841.0,2983174.0
Population in urban agglomerations of more than 1 million (% of total population),16.0490361129317,16.2370733368372,16.4330414570813,16.63154302175,16.8311809007064,17.0230688967615,17.2208887370789,17.4400729432959,17.5855438121922,17.6774870549912,17.7773022109789,17.8874363994542,18.0073008737764,18.1374319024573,18.0404480224911,17.952301477585,17.8676329570296,17.791167087518,17.7179697315491,17.6504130713099,17.5896788028895,17.5353257487353,17.4858140691067,17.4411985110372,17.4128250582118,17.4088446348758,17.4355247588129
Population living in areas where elevation is below 5 meters (% of total population),-1.0,-1.0,-1.0,-1.0,-1.0,0.229077578140382,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.206295001583779,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Population living in slums (% of urban population),-1.0,-1.0,-1.0,-1.0,-1.0,55.49609,-1.0,53.25944,-1.0,51.0228,-1.0,48.78615,-1.0,46.5495,-1.0,44.31286,-1.0,42.07621,-1.0,39.83957,-1.0,37.60292,-1.0,37.6,-1.0,37.6,-1.0
"Population, female",5165706.0,5293236.0,5421410.0,5552808.0,5687708.0,5829545.0,5972917.0,6113334.0,6249771.0,6385836.0,6521662.0,6656988.0,6791673.0,6925630.0,7058856.0,7191268.0,7324691.0,7457240.0,7590464.0,7723659.0,7856056.0,7987891.0,8119332.0,8250539.0,8380231.0,8509834.0,8639673.0
"Population, female (% of total population)",50.2169140671364,50.2350339668028,50.252393749471,50.2688744095153,50.2843982084361,50.2990994976608,50.3128020081947,50.325789008431,50.3391272139924,50.3531081578621,50.3669662876517,50.3808488946726,50.394484589832,50.4074444697435,50.4197192997663,50.430756919371,50.4402649875252,50.4483119260015,50.4551548883066,50.4606032682226,50.4647272216853,50.4678287476941,50.4700754093062,50.4714253429756,50.471076860518,50.478502271361,50.4956219113254
"Population, male",5121080.0,5243706.0,5366953.0,5493408.0,5623370.0,5760216.0,5898649.0,6034184.0,6165563.0,6296273.0,6426631.0,6556342.0,6685344.0,6813669.0,6941334.0,7068420.0,7196825.0,7324702.0,7453516.0,7582657.0,7711363.0,7839799.0,7968085.0,8096410.0,8223795.0,8348500.0,8470073.0
"Population, male (% of total population)",49.7830859328636,49.7649660331972,49.7476154203141,49.7311345318039,49.7156017915639,49.7009005023392,49.6872063187588,49.674210991569,49.6608727860076,49.6468996227641,49.6330413268626,49.6191511053274,49.605515410168,49.5925555302565,49.5802807002337,49.5692499567321,49.5597417539935,49.5516880739985,49.5448386277285,49.5393967317774,49.5352727783146,49.5321712523059,49.5299185588661,49.5285687223682,49.528923139482,49.5215034881059,49.5043780886746
"Population, total",10286786.0,10536942.0,10788362.0,11046215.0,11311078.0,11589761.0,11871565.0,12147518.0,12415334.0,12682108.0,12948292.0,13213330.0,13477017.0,13739299.0,14000190.0,14259687.0,14521515.0,14781942.0,15043981.0,15306316.0,15567419.0,15827690.0,16087418.0,16346950.0,16604026.0,16858333.0,17109746.0
"Portfolio equity, net inflows (BoP, current US$)",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",44067000.0,-32503000.0,106034000.0,-30576000.0,-30576000.0,-30576000.0,294424000.0,-32053000.0,268174000.0,378836000.0,-336000.0,-1.0,-150000000.0,-1.0,-1.0,-1.0,-175000000.0,900000000.0,400000000.0,-1.0,-1.0,700000000.0,1000000000.0,-1.0,1550000000.0,400000000.0,2000000000.0
"Portfolio investment, net (BoP, current US$)",16300000.0,16000000.0,-231600000.0,-54200000.0,-110500000.0,-42600000.0,-130372503.31,146148803.06,-7060910.0,-398800000.0,76800000.0,83400000.0,184900000.0,-38199570.0,40899990.0,71865510.0,268565790.0,-701937500.0,-712303220.0,-749229040.0,-33822720.0,-610431330.0,-803906050.0,94038580.0,-666777010.0,-322443120.0,-1628118960.0
Poverty gap at $2.15 a day (2017 PPP) (%),-1.0,-1.0,-1.0,5.3,-1.0,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Poverty gap at $3.65 a day (2017 PPP) (%),-1.0,-1.0,-1.0,12.1,-1.0,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Poverty gap at $6.85 a day (2017 PPP) (%),-1.0,-1.0,-1.0,26.7,-1.0,22.3,-1.0,-1.0,-1.0,-1.0,-1.0,22.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),-1.0,-1.0,-1.0,14.0,-1.0,9.6,-1.0,-1.0,-1.0,-1.0,-1.0,11.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),-1.0,-1.0,-1.0,29.4,-1.0,23.4,-1.0,-1.0,-1.0,-1.0,-1.0,25.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),-1.0,-1.0,-1.0,55.3,-1.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Poverty headcount ratio at national poverty lines (% of population),-1.0,-1.0,-1.0,-1.0,-1.0,56.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,59.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Power outages in firms in a typical month (number),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.2,-1.0,-1.0,-1.0,2.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.3,-1.0,-1.0,-1.0,-1.0
"PPG, bonds (NFL, current US$)",44067000.0,-32503000.0,106034000.0,-30576000.0,-30576000.0,-30576000.0,294424000.0,-32053000.0,268174000.0,328836000.0,-336000.0,-1.0,-150000000.0,-1.0,-1.0,-1.0,-325000000.0,700000000.0,400000000.0,-1.0,-1.0,700000000.0,500000000.0,-1.0,1700000000.0,1200000000.0,1000000000.0
"PPG, commercial banks (NFL, current US$)",-15712000.0,-21346000.0,-10401000.0,-5582000.0,-4465000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1645000.0,232000.0,269000.0,1547000.0,406000.0,14000.0,17248000.0,817000.0,8838000.0,2518000.0,-4495000.0,-1585000.0,-2482000.0,-3297000.0,-3223000.0
"PPG, IBRD (DOD, current US$)",158406000.0,199722000.0,187611000.0,202910000.0,258377000.0,295675000.0,329508000.0,399814000.0,427582000.0,477760000.0,478952000.0,641531000.0,739705000.0,805818000.0,1112114000.0,1372093000.0,1392129000.0,1394610000.0,1548763000.0,1496604000.0,1765416000.0,1679137000.0,1555282000.0,1718020000.0,1640502000.0,1758127000.0,1688967000.0
"PPG, IDA (DOD, current US$)",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
