Indicator Name,Year,Value
"Goods exports (BoP, current US$)",2019,9918523510.0
"Goods imports (BoP, current US$)",2019,17885429550.0
Government Effectiveness: Estimate,2019,-0.726433575153351
Government Effectiveness: Number of Sources,2019,9.0
Government Effectiveness: Percentile Rank,2019,26.1904754638672
"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",2019,12.8571424484253
"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",2019,37.6190490722656
Government Effectiveness: Standard Error,2019,0.225115269422531
"Government expenditure on education, total (% of GDP)",2019,3.19297003746033
"Government expenditure on education, total (% of government expenditure)",2019,18.5436973571777
"Government expenditure per student, primary (% of GDP per capita)",2019,-1.0
"Government expenditure per student, secondary (% of GDP per capita)",2019,-1.0
"Government expenditure per student, tertiary (% of GDP per capita)",2019,-1.0
Grants and other revenue (% of revenue),2019,3.01543179778502
Grants and other revenue (current LCU),2019,2076193846.68
"Grants, excluding technical cooperation (BoP, current US$)",2019,326430000.0
Gross capital formation (% of GDP),2019,14.3298367176167
Gross capital formation (annual % growth),2019,8.02588810267902
Gross capital formation (constant 2015 US$),2019,10935924312.9644
Gross capital formation (constant LCU),2019,78285526500.0
Gross capital formation (current LCU),2019,85115220600.0
Gross capital formation (current US$),2019,11058667054.3654
Gross domestic income (constant LCU),2019,521332205125.914
Gross domestic savings (% of GDP),2019,4.03704627434084
Gross domestic savings (current LCU),2019,23978925300.0
Gross domestic savings (current US$),2019,3115482158.71274
Gross fixed capital formation (% of GDP),2019,14.3792926330737
Gross fixed capital formation (annual % growth),2019,8.78208345335594
Gross fixed capital formation (constant 2015 US$),2019,10493962152.1409
Gross fixed capital formation (constant LCU),2019,75031909900.0
Gross fixed capital formation (current LCU),2019,85408974900.0
Gross fixed capital formation (current US$),2019,11096833330.345
"Gross fixed capital formation, private sector (% of GDP)",2019,12.4845517996764
"Gross fixed capital formation, private sector (current LCU)",2019,74154744500.0
"Gross intake ratio in first grade of primary education, female (% of relevant age group)",2019,-1.0
"Gross intake ratio in first grade of primary education, male (% of relevant age group)",2019,-1.0
"Gross intake ratio in first grade of primary education, total (% of relevant age group)",2019,-1.0
Gross national expenditure (% of GDP),2019,110.292790443276
Gross national expenditure (constant 2015 US$),2019,79553678774.8656
Gross national expenditure (constant LCU),2019,588013840300.0
Gross national expenditure (current LCU),2019,655108315200.0
Gross national expenditure (current US$),2019,85115502154.3005
Gross national expenditure deflator (base year varies by country),2019,111.410356406878
Gross savings (% of GDP),2019,16.6716899411946
Gross savings (% of GNI),2019,16.9806318482844
Gross savings (current LCU),2019,99025173495.1788
Gross savings (current US$),2019,12865929453.7968
Gross value added at basic prices (GVA) (constant 2015 US$),2019,66344276236.5292
Gross value added at basic prices (GVA) (constant LCU),2019,482447187000.0
Gross value added at basic prices (GVA) (current LCU),2019,557582846900.0
Gross value added at basic prices (GVA) (current US$),2019,72444423166.9217
HFC gas emissions (thousand metric tons of CO2 equivalent),2019,-1.0
High-technology exports (% of manufactured exports),2019,4.91934688390265
High-technology exports (current US$),2019,241814990.0
"Hospital beds (per 1,000 people)",2019,-1.0
Households and NPISHs final consumption expenditure (% of GDP),2019,84.855948902249
Households and NPISHs Final consumption expenditure (annual % growth),2019,4.71926903261203
Households and NPISHs Final consumption expenditure (constant 2015 US$),2019,61108268532.7465
Households and NPISHs Final consumption expenditure (constant LCU),2019,456354753000.0
Households and NPISHs Final consumption expenditure (current LCU),2019,504020593700.0
Households and NPISHs Final consumption expenditure (current US$),2019,65485302099.6796
Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),2019,3680.328405457
Households and NPISHs Final consumption expenditure per capita growth (annual %),2019,3.09792666625899
"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",2019,110092577492.668
"Households and NPISHs Final consumption expenditure, PPP (current international $)",2019,110963152391.327
Households and NPISHs final consumption expenditure: linked series (current LCU),2019,504020593700.0
Human capital index (HCI) (scale 0-1),2019,-1.0
"Human capital index (HCI), female (scale 0-1)",2019,-1.0
"Human capital index (HCI), female, lower bound (scale 0-1)",2019,-1.0
"Human capital index (HCI), female, upper bound (scale 0-1)",2019,-1.0
"Human capital index (HCI), lower bound (scale 0-1)",2019,-1.0
"Human capital index (HCI), male (scale 0-1)",2019,-1.0
"Human capital index (HCI), male, lower bound (scale 0-1)",2019,-1.0
"Human capital index (HCI), male, upper bound (scale 0-1)",2019,-1.0
"Human capital index (HCI), upper bound (scale 0-1)",2019,-1.0
"IBRD loans and IDA credits (DOD, current US$)",2019,1640502000.0
ICT goods exports (% of total goods exports),2019,0.1888600972
ICT goods imports (% total goods imports),2019,6.5508791533
"ICT service exports (% of service exports, BoP)",2019,20.2308539936697
"ICT service exports (BoP, current US$)",2019,744308680.0
IDA resource allocation index (1=low to 6=high),2019,-1.0
"IFC, private nonguaranteed (NFL, US$)",2019,114433358.0
"IMF repurchases and charges (TDS, current US$)",2019,2757839.8
"Immunization, DPT (% of children ages 12-23 months)",2019,85.0
"Immunization, HepB3 (% of one-year-old children)",2019,85.0
"Immunization, measles (% of children ages 12-23 months)",2019,90.0
Import unit value index (2015 = 100),2019,98.2810846575
Import value index (2015 = 100),2019,112.7108649131
Import volume index (2015 = 100),2019,114.6821540433
Imports of goods and services (% of GDP),2019,27.9047665962287
Imports of goods and services (annual % growth),2019,4.85710070046441
"Imports of goods and services (BoP, current US$)",2019,21526557150.0
Imports of goods and services (constant 2015 US$),2019,21146092249.5655
Imports of goods and services (constant LCU),2019,175030495100.0
Imports of goods and services (current LCU),2019,165746505800.0
Imports of goods and services (current US$),2019,21534755007.9268
"Imports of goods, services and primary income (BoP, current US$)",2019,23940589230.0
"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",2019,0.05
"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",2019,0.06
"Incidence of HIV, all (per 1,000 uninfected population)",2019,0.05
"Incidence of malaria (per 1,000 population at risk)",2019,0.188014232088857
"Incidence of tuberculosis (per 100,000 people)",2019,26.0
Income share held by fourth 20%,2019,-1.0
Income share held by highest 10%,2019,-1.0
Income share held by highest 20%,2019,-1.0
Income share held by lowest 10%,2019,-1.0
Income share held by lowest 20%,2019,-1.0
Income share held by second 20%,2019,-1.0
Income share held by third 20%,2019,-1.0
Individuals using the Internet (% of population),2019,44.40104984
"Industrial design applications, nonresident, by count",2019,200.0
"Industrial design applications, resident, by count",2019,5.0
"Industry (including construction), value added (% of GDP)",2019,21.9422574352816
"Industry (including construction), value added (annual % growth)",2019,4.24279580164031
"Industry (including construction), value added (constant 2015 US$)",2019,15662068472.6561
"Industry (including construction), value added (constant LCU)",2019,116779063300.0
"Industry (including construction), value added (current LCU)",2019,130330869700.0
"Industry (including construction), value added (current US$)",2019,16933348521.6647
"Industry (including construction), value added per worker (constant 2015 US$)",2019,12128.1663292007
"Inflation, consumer prices (annual %)",2019,3.69998398008605
"Inflation, GDP deflator (annual %)",2019,3.56578287211866
"Inflation, GDP deflator: linked series (annual %)",2019,3.56578287211866
Informal payments to public officials (% of firms),2019,-1.0
Insurance and financial services (% of commercial service exports),2019,4.73141836484517
Insurance and financial services (% of commercial service imports),2019,13.9252953059974
"Insurance and financial services (% of service exports, BoP)",2019,4.62912691697677
"Insurance and financial services (% of service imports, BoP)",2019,13.578705398844
"Intentional homicides (per 100,000 people)",2019,25.6454661905273
"Intentional homicides, female (per 100,000 female)",2019,8.16562670750638
"Intentional homicides, male (per 100,000 male)",2019,43.4578112819169
Interest payments (% of expense),2019,12.3679095779792
Interest payments (% of revenue),2019,13.8573728474316
Interest payments (current LCU),2019,9541118541.67
"Interest rate spread (lending rate minus deposit rate, %)",2019,7.73249999999997
"Internally displaced persons, new displacement associated with conflict and violence (number of cases)",2019,-1.0
"Internally displaced persons, new displacement associated with disasters (number of cases)",2019,21000.0
"Internally displaced persons, total displaced by conflict and violence (number of people)",2019,242000.0
International migrant stock (% of population),2019,-1.0
"International migrant stock, total",2019,-1.0
"International tourism, expenditures (% of total imports)",2019,5.24003904637393
"International tourism, expenditures (current US$)",2019,1128000000.0
"International tourism, expenditures for passenger transport items (current US$)",2019,314000000.0
"International tourism, expenditures for travel items (current US$)",2019,814000000.0
"International tourism, number of arrivals",2019,2560000.0
"International tourism, number of departures",2019,1703000.0
"International tourism, receipts (% of total exports)",2019,9.02512143586999
"International tourism, receipts (current US$)",2019,1227199951.17188
"International tourism, receipts for passenger transport items (current US$)",2019,6199999.80926514
"International tourism, receipts for travel items (current US$)",2019,1221000000.0
Investment in energy with private participation (current US$),2019,56400000.0
Investment in ICT with private participation (current US$),2019,-1.0
Investment in transport with private participation (current US$),2019,-1.0
Investment in water and sanitation with private participation (current US$),2019,-1.0
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",2019,31.858
"Labor force participation rate for ages 15-24, female (%) (national estimate)",2019,32.327
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",2019,70.563
"Labor force participation rate for ages 15-24, male (%) (national estimate)",2019,71.71
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",2019,51.409
"Labor force participation rate for ages 15-24, total (%) (national estimate)",2019,51.414
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",2019,37.154
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",2019,37.835
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",2019,38.939
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",2019,82.144
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",2019,83.655
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",2019,83.952
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",2019,59.17
"Labor force participation rate, total (% of total population ages 15+) (national estimate)",2019,59.169
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",2019,61.081
Labor force with advanced education (% of total working-age population with advanced education),2019,81.434
"Labor force with advanced education, female (% of female working-age population with advanced education)",2019,77.4
"Labor force with advanced education, male (% of male working-age population with advanced education)",2019,85.116
Labor force with basic education (% of total working-age population with basic education),2019,59.58
"Labor force with basic education, female (% of female working-age population with basic education)",2019,37.136
"Labor force with basic education, male (% of male working-age population with basic education)",2019,80.961
Labor force with intermediate education (% of total working-age population with intermediate education),2019,71.624
"Labor force with intermediate education, female (% of female working-age population with intermediate education)",2019,58.426
"Labor force with intermediate education, male (% of male working-age population with intermediate education)",2019,86.443
"Labor force, female (% of total labor force)",2019,32.0646565663797
"Labor force, total",2019,6481136.0
Labor tax and contributions (% of commercial profits),2019,14.3
Land area (sq. km),2019,107160.0
Land area where elevation is below 5 meters (% of total land area),2019,-1.0
Land under cereal production (hectares),2019,888014.0
"Lead time to export, median case (days)",2019,-1.0
"Lead time to import, median case (days)",2019,-1.0
Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),2019,78.5161895751953
Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),2019,-1.0
Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),2019,-1.0
Lending interest rate (%),2019,12.7408333333333
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,2019,5.7420970807
"Life expectancy at birth, female (years)",2019,75.812
"Life expectancy at birth, male (years)",2019,70.439
"Life expectancy at birth, total (years)",2019,73.129
Lifetime risk of maternal death (%),2019,0.309781896682644
Lifetime risk of maternal death (1 in: rate varies by country),2019,320.0
Liner shipping connectivity index (maximum value in 2004 = 100),2019,24.9866914881
"Listed domestic companies, total",2019,-1.0
"Literacy rate, adult female (% of females ages 15 and above)",2019,-1.0
"Literacy rate, adult male (% of males ages 15 and above)",2019,-1.0
"Literacy rate, adult total (% of people ages 15 and above)",2019,-1.0
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",2019,-1.0
"Literacy rate, youth female (% of females ages 15-24)",2019,-1.0
"Literacy rate, youth male (% of males ages 15-24)",2019,-1.0
"Literacy rate, youth total (% of people ages 15-24)",2019,-1.0
Livestock production index (2014-2016 = 100),2019,107.52
Logistics performance index: Ability to track and trace consignments (1=low to 5=high),2019,-1.0
Logistics performance index: Competence and quality of logistics services (1=low to 5=high),2019,-1.0
Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),2019,-1.0
Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),2019,-1.0
Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),2019,-1.0
Logistics performance index: Overall (1=low to 5=high),2019,-1.0
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),2019,-1.0
Losses due to theft and vandalism (% of annual sales for affected firms),2019,-1.0
Low-birthweight babies (% of births),2019,14.4882396
"Lower secondary completion rate, female (% of relevant age group)",2019,56.9250793457031
"Lower secondary completion rate, male (% of relevant age group)",2019,59.6178207397461
"Lower secondary completion rate, total (% of relevant age group)",2019,58.2871894836426
Lower secondary school starting age (years),2019,13.0
Machinery and transport equipment (% of value added in manufacturing),2019,-1.0
Male primary school age children out-of-school (%),2019,-1.0
Male pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,2019,-1.0
"Mammal species, threatened",2019,-1.0
Manufactures exports (% of merchandise exports),2019,43.5425162829181
Manufactures imports (% of merchandise imports),2019,64.9174591263244
"Manufacturing, value added (% of GDP)",2019,13.8112907260869
"Manufacturing, value added (annual % growth)",2019,3.24756344415079
"Manufacturing, value added (constant 2015 US$)",2019,10075359854.2518
"Manufacturing, value added (constant LCU)",2019,72783382700.0
"Manufacturing, value added (current LCU)",2019,82035202500.0
"Manufacturing, value added (current US$)",2019,10658493096.65
Marine protected areas (% of territorial waters),2019,0.900141
Market capitalization of listed domestic companies (% of GDP),2019,-1.0
Market capitalization of listed domestic companies (current US$),2019,-1.0
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2019,100.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",2019,-1.0
Medium and high-tech exports (% manufactured exports),2019,23.2307892221848
Medium and high-tech manufacturing value added (% manufacturing value added),2019,22.4026445656877
Merchandise exports (current US$),2019,11175000000.0
Merchandise exports by the reporting economy (current US$),2019,11183928347.0
"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",2019,0.732892749817972
Merchandise exports to economies in the Arab World (% of total merchandise exports),2019,4.5436896878574
Merchandise exports to high-income economies (% of total merchandise exports),2019,53.4979370518315
Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),2019,2.10487847110668
Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),2019,0.395769702976263
Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),2019,40.0127635045193
Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),2019,0.694774658681028
Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),2019,1.06435767743389
Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),2019,1.4966261836334
Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),2019,5.75640669383126
Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),2019,40.0127635045193
Merchandise imports (current US$),2019,19882000000.0
Merchandise imports by the reporting economy (current US$),2019,19881309700.0
"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",2019,0.16342937407187
Merchandise imports from economies in the Arab World (% of total merchandise imports),2019,0.325545957367185
Merchandise imports from high-income economies (% of total merchandise imports),2019,54.9856627403174
Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),2019,12.8683614842537
Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),2019,0.886487372610065
Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),2019,29.362012302439
Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),2019,0.0433643463639621
Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),2019,1.58166843505285
Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),2019,0.109013944891166
Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),2019,15.4888955831718
Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),2019,29.362012302439
Merchandise trade (% of GDP),2019,40.2437053897326
Methane emissions (% change from 1990),2019,-1.0
Methane emissions (kt of CO2 equivalent),2019,10380.6785
Methane emissions in energy sector (thousand metric tons of CO2 equivalent),2019,2301.720087
Methodology assessment of statistical capacity (scale 0 - 100),2019,50.0
Military expenditure (% of GDP),2019,0.430081218533133
Military expenditure (% of general government expenditure),2019,3.19968435292349
Military expenditure (current LCU),2019,2554500000.0
Military expenditure (current USD),2019,331882551.643497
Mineral rents (% of GDP),2019,0.288723986477922
Mobile cellular subscriptions,2019,20874130.0
Mobile cellular subscriptions (per 100 people),2019,122.0257077
Monetary Sector credit to private sector (% GDP),2019,33.4897986379212
"Mortality caused by road traffic injury (per 100,000 population)",2019,22.9
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",2019,16.5
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",2019,16.4
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",2019,16.5
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",2019,91.0
"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",2019,82.3
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",2019,101.6
"Mortality rate attributed to unintentional poisoning (per 100,000 population)",2019,1.6
"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",2019,0.9
"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",2019,2.3
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",2019,15.3
"Mortality rate, adult, female (per 1,000 female adults)",2019,125.804
"Mortality rate, adult, male (per 1,000 male adults)",2019,210.311
"Mortality rate, infant (per 1,000 live births)",2019,20.8
"Mortality rate, infant, female (per 1,000 live births)",2019,18.4
"Mortality rate, infant, male (per 1,000 live births)",2019,23.0
"Mortality rate, neonatal (per 1,000 live births)",2019,11.6
"Mortality rate, under-5 (per 1,000 live births)",2019,24.6
"Mortality rate, under-5, female (per 1,000 live births)",2019,22.0
"Mortality rate, under-5, male (per 1,000 live births)",2019,27.0
Multidimensional poverty headcount ratio (% of total population),2019,-1.0
"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",2019,-1.0
"Multidimensional poverty headcount ratio, female (% of female population)",2019,-1.0
"Multidimensional poverty headcount ratio, household (% of total households)",2019,-1.0
"Multidimensional poverty headcount ratio, male (% of male population)",2019,-1.0
Multidimensional poverty index (scale 0-1),2019,-1.0
"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",2019,-1.0
Multidimensional poverty intensity (average share of deprivations experienced by the poor),2019,-1.0
Multilateral debt service (% of public and publicly guaranteed debt service),2019,74.229065478156
"Multilateral debt service (TDS, current US$)",2019,595690675.6
Natural gas rents (% of GDP),2019,0.011848495306506
Net acquisition of financial assets (% of GDP),2019,-0.317708923731409
Net acquisition of financial assets (current LCU),2019,-1887102111.69
Net barter terms of trade index (2015 = 100),2019,99.7834646288
"Net bilateral aid flows from DAC donors, Australia (current US$)",2019,39999.9991059303
"Net bilateral aid flows from DAC donors, Austria (current US$)",2019,5159999.84741211
"Net bilateral aid flows from DAC donors, Belgium (current US$)",2019,2779999.97138977
"Net bilateral aid flows from DAC donors, Canada (current US$)",2019,9640000.34332275
"Net bilateral aid flows from DAC donors, Czech Republic (current US$)",2019,9999.99977648258
"Net bilateral aid flows from DAC donors, Denmark (current US$)",2019,-1.0
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",2019,43099998.4741211
"Net bilateral aid flows from DAC donors, Finland (current US$)",2019,159999.996423721
"Net bilateral aid flows from DAC donors, France (current US$)",2019,21969999.3133545
"Net bilateral aid flows from DAC donors, Germany (current US$)",2019,26959999.0844727
"Net bilateral aid flows from DAC donors, Greece (current US$)",2019,-1.0
"Net bilateral aid flows from DAC donors, Hungary (current US$)",2019,0.0
"Net bilateral aid flows from DAC donors, Iceland (current US$)",2019,-1.0
"Net bilateral aid flows from DAC donors, Ireland (current US$)",2019,1519999.98092651
"Net bilateral aid flows from DAC donors, Italy (current US$)",2019,529999.971389771
"Net bilateral aid flows from DAC donors, Japan (current US$)",2019,10310000.4196167
"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",2019,7380000.11444092
"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",2019,389999.985694885
"Net bilateral aid flows from DAC donors, Netherlands (current US$)",2019,239999.994635582
"Net bilateral aid flows from DAC donors, New Zealand (current US$)",2019,90000.0035762787
"Net bilateral aid flows from DAC donors, Norway (current US$)",2019,4769999.98092651
"Net bilateral aid flows from DAC donors, Poland (current US$)",2019,29999.9993294477
"Net bilateral aid flows from DAC donors, Portugal (current US$)",2019,-1.0
"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)",2019,-1.0
"Net bilateral aid flows from DAC donors, Slovenia (current US$)",2019,-1.0
"Net bilateral aid flows from DAC donors, Spain (current US$)",2019,21590000.1525879
"Net bilateral aid flows from DAC donors, Sweden (current US$)",2019,26579999.9237061
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",2019,3690000.05722046
"Net bilateral aid flows from DAC donors, Total (current US$)",2019,371979993.283749
"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",2019,1559999.94277954
"Net bilateral aid flows from DAC donors, United States (current US$)",2019,183479995.727539
"Net capital account (BoP, current US$)",2019,680280.0
Net domestic credit (current LCU),2019,272649811373.653
"Net errors and omissions (BoP, current US$)",2019,-424887260.0
"Net financial account (BoP, current US$)",2019,1397283970.0
"Net financial flows, bilateral (NFL, current US$)",2019,7880231.5
"Net financial flows, IBRD (NFL, current US$)",2019,-77517000.0
"Net financial flows, IDA (NFL, current US$)",2019,-1.0
"Net financial flows, IMF concessional (NFL, current US$)",2019,-1.0
"Net financial flows, IMF nonconcessional (NFL, current US$)",2019,-1.0
"Net financial flows, multilateral (NFL, current US$)",2019,-288279000.0
"Net financial flows, others (NFL, current US$)",2019,-88284909.2
"Net financial flows, RDB concessional (NFL, current US$)",2019,-11937000.0
"Net financial flows, RDB nonconcessional (NFL, current US$)",2019,-110540000.0
"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",2019,-391534000.0
Net foreign assets (current LCU),2019,94185325160.3422
"Net incurrence of liabilities, total (% of GDP)",2019,1.961347043664
"Net incurrence of liabilities, total (current LCU)",2019,11649852652.5
Net intake rate in grade 1 (% of official school-age population),2019,-1.0
"Net intake rate in grade 1, female (% of official school-age population)",2019,-1.0
"Net intake rate in grade 1, male (% of official school-age population)",2019,-1.0
Net investment in nonfinancial assets (% of GDP),2019,-1.0
Net investment in nonfinancial assets (current LCU),2019,-1.0
Net lending (+) / net borrowing (-) (% of GDP),2019,-2.23511076018448
Net lending (+) / net borrowing (-) (current LCU),2019,-13275932529.27
Net migration,2019,-58095.0
Net ODA provided to the least developed countries (% of GNI),2019,-1.0
"Net ODA provided, to the least developed countries (current US$)",2019,-1.0
"Net ODA provided, total (% of GNI)",2019,-1.0
"Net ODA provided, total (constant 2020 US$)",2019,-1.0
"Net ODA provided, total (current US$)",2019,-1.0
Net ODA received (% of central government expense),2019,3.87358348406062
Net ODA received (% of GNI),2019,0.512417726117012
Net ODA received (% of gross capital formation),2019,3.51082095239262
"Net ODA received (% of imports of goods, services and primary income)",2019,1.62172282507351
Net ODA received per capita (current US$),2019,23.3828831633966
Net official aid received (constant 2020 US$),2019,-1.0
Net official aid received (current US$),2019,-1.0
Net official development assistance and official aid received (constant 2020 US$),2019,396510009.765625
Net official development assistance and official aid received (current US$),2019,388250000.0
Net official development assistance received (constant 2020 US$),2019,396510009.765625
Net official development assistance received (current US$),2019,388250000.0
"Net official flows from UN agencies, FAO (current US$)",2019,850522.756576538
"Net official flows from UN agencies, IAEA (current US$)",2019,129486.829042435
"Net official flows from UN agencies, IFAD (current US$)",2019,-1822860.0025177
"Net official flows from UN agencies, ILO (current US$)",2019,1505200.02841949
"Net official flows from UN agencies, UNAIDS (current US$)",2019,640505.492687225
"Net official flows from UN agencies, UNDP (current US$)",2019,761240.005493164
"Net official flows from UN agencies, UNECE (current US$)",2019,-1.0
"Net official flows from UN agencies, UNEP (current US$)",2019,-1.0
"Net official flows from UN agencies, UNFPA (current US$)",2019,2076013.3266449
"Net official flows from UN agencies, UNHCR (current US$)",2019,-1.0
"Net official flows from UN agencies, UNICEF (current US$)",2019,2256999.96948242
"Net official flows from UN agencies, UNIDIR (current US$)",2019,-1.0
"Net official flows from UN agencies, UNPBF (current US$)",2019,3286591.52984619
"Net official flows from UN agencies, UNRWA (current US$)",2019,-1.0
"Net official flows from UN agencies, UNTA (current US$)",2019,-1.0
"Net official flows from UN agencies, UNWTO (current US$)",2019,-1.0
"Net official flows from UN agencies, WFP (current US$)",2019,3098350.04806519
"Net official flows from UN agencies, WHO (current US$)",2019,1110256.9103241
"Net primary income (BoP, current US$)",2019,-1404055910.0
Net primary income (Net income from abroad) (constant LCU),2019,-1.0
Net primary income (Net income from abroad) (current LCU),2019,-10806597100.0
Net primary income (Net income from abroad) (current US$),2019,-1404056271.92336
"Net secondary income (BoP, current US$)",2019,11154503580.0
Net secondary income (Net current transfers from abroad) (constant LCU),2019,-1.0
Net secondary income (Net current transfers from abroad) (current LCU),2019,85852867700.0
Net secondary income (Net current transfers from abroad) (current US$),2019,11154506477.9728
"Net trade in goods (BoP, current US$)",2019,-7966906040.0
"Net trade in goods and services (BoP, current US$)",2019,-7928956720.0
"New business density (new registrations per 1,000 people ages 15-64)",2019,0.630091451811779
New businesses registered (number),2019,6404.0
Newborns protected against tetanus (%),2019,90.0
Nitrous oxide emissions (% change from 1990),2019,-1.0
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),2019,4899.088092
Nitrous oxide emissions in energy sector (% of total),2019,-1.0
Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),2019,628.5
Number of deaths ages 10-14 years,2019,781.0
Number of deaths ages 15-19 years,2019,2405.0
Number of deaths ages 20-24 years,2019,3027.0
Number of deaths ages 5-9 years,2019,619.0
Number of infant deaths,2019,8235.0
Number of maternal deaths,2019,390.0
Number of neonatal deaths,2019,4540.0
"Number of surgical procedures (per 100,000 population)",2019,-1.0
Number of under-five deaths,2019,9791.0
Number of visits or required meetings with tax officials (average for affected firms),2019,-1.0
"Nurses and midwives (per 1,000 people)",2019,-1.0
"Official exchange rate (LCU per US$, period average)",2019,7.69669833333333
Oil rents (% of GDP),2019,0.139922256710481
Ores and metals exports (% of merchandise exports),2019,0.763295310955501
Ores and metals imports (% of merchandise imports),2019,1.23748554515555
Other expense (% of expense),2019,6.52652952216525
Other expense (current LCU),2019,5034835632.01
Other greenhouse gas emissions (% change from 1990),2019,-1.0
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",2019,-1.0
Other manufacturing (% of value added in manufacturing),2019,-1.0
Other taxes (% of revenue),2019,0.70600632347739
Other taxes (current LCU),2019,486101521.38
Other taxes payable by businesses (% of commercial profits),2019,0.7
Out-of-pocket expenditure (% of current health expenditure),2019,55.9891777
Out-of-pocket expenditure per capita (current US$),2019,155.95727486
"Out-of-pocket expenditure per capita, PPP (current international $)",2019,303.239697588843
"Over-age students, primary (% of enrollment)",2019,-1.0
"Over-age students, primary, female (% of female enrollment)",2019,-1.0
"Over-age students, primary, male (% of male enrollment)",2019,-1.0
"Part time employment, female (% of total female employment)",2019,-1.0
